runner_id,age,gender,previous_marathon_count,training_program,personal_best_minutes,weekly_mileage_km
R031210,35,Male,4,Beginner,280,20
R036102,34,Male,1,Beginner,283,20
R082009,27,Male,1,Advanced,214,39.7
R006231,26,Female,1,Intermediate,258,20
R041914,46,Female,0,Intermediate,,20
R098522,18,Female,2,Beginner,300,20
R031735,64,Female,2,Beginner,264,20
R024324,43,Female,4,Intermediate,270,20
R026366,56,Male,1,Beginner,269,45.1
R053416,34,Male,1,Beginner,234,21.5
R010515,35,Male,2,Beginner,272,30.2
R036654,20,Male,2,Beginner,248,20
R059933,41,Male,1,Beginner,272,20
R000028,61,Male,4,Intermediate,290,116.0727137
R009299,20,Female,3,Beginner,298,21.6
R096396,46,Female,2,Beginner,269,20
R086097,31,Male,3,Beginner,248,51.1
R035464,30,Male,1,Beginner,288,20
R093243,47,Male,1,Intermediate,275,20
R039509,47,Female,1,Beginner,282,20
R066094,26,Male,1,Beginner,270,42.5
R023859,23,Male,1,Advanced,247,32.3
R014746,25,Male,1,Advanced,217,37
R029507,40,Female,1,Intermediate,286,23.6
R030929,40,Female,2,Beginner,249,37.5
R086818,59,Male,2,Advanced,197,43.9
R065745,63,Female,2,Intermediate,243,20
R089631,58,Male,1,Beginner,290,22.9
R032409,21,Non-binary,1,Intermediate,248,111.8218721
R055735,28,Female,1,Beginner,260,20
R064708,18,Male,1,Intermediate,282,61.5
R063324,58,Female,1,Intermediate,204,20
R057933,32,Male,1,Beginner,300,26.6
R097528,20,Male,1,Beginner,239,20
R027501,33,Female,1,Beginner,268,30.5
R094079,52,Non-binary,2,Beginner,290,20
R066627,28,Male,2,Intermediate,303,32.6
R087186,53,Female,4,Beginner,291,20
R009184,35,Male,4,Beginner,294,28.6
R057377,48,Female,1,Beginner,241,43.7
R082577,31,Female,5,Intermediate,282,20
R042899,63,Male,1,Beginner,247,20
R029341,55,Male,2,Intermediate,218,20
R062261,44,Female,4,Beginner,290,33.1
R007339,50,Male,1,Beginner,313,20
R093105,57,Female,2,Intermediate,255,20.4
R009390,63,Female,1,Beginner,256,20
R085680,33,Male,0,Beginner,,38.6
R038935,44,Female,7,Beginner,289,49.8
R061525,36,Female,4,Intermediate,268,36.7
R042131,37,Female,1,Beginner,269,20
R036620,50,Male,1,Beginner,256,20
R078258,51,Male,3,Advanced,202,20
R058884,40,Female,0,Beginner,,20
R039016,50,Female,4,Intermediate,241,41.2
R038501,47,Female,3,Intermediate,261,20
R008990,52,Female,2,Advanced,199,20
R088441,53,Male,4,Intermediate,223,28.6
R074874,59,Male,4,Beginner,290,20
R077250,58,Female,3,Beginner,272,20
R054278,33,Male,2,Advanced,149,20
R065368,35,Female,2,Intermediate,264,36.7
R041195,56,Male,0,Intermediate,,34
R063007,39,Female,2,Beginner,313,36.9
R086108,53,Male,2,Advanced,210,20
R077002,24,Female,3,Intermediate,185,43.4
R095660,43,Female,1,Intermediate,267,47.4
R028066,36,Female,3,Beginner,228,20
R079223,29,Female,2,Beginner,310,20
R099330,24,Female,1,Beginner,254,20
R016639,61,Male,2,Intermediate,276,35.4
R028116,32,Male,3,Advanced,199,20
R091464,63,Male,2,Beginner,231,20
R068456,43,Male,0,Beginner,,20
R096850,53,Male,1,Beginner,269,58
R080495,55,Female,3,Beginner,282,20
R066241,49,Female,2,Beginner,267,27.7
R034868,48,Female,0,Intermediate,,29
R076774,20,Male,3,Beginner,294,46.6
R035078,64,Male,1,Intermediate,212,20
R093740,46,Female,0,Intermediate,,20
R021615,57,Female,4,Beginner,283,29.1
R001006,43,Female,2,Intermediate,294,42
R082581,34,Male,2,Intermediate,266,20
R038054,63,Male,2,Beginner,267,28.4
R075529,55,Female,1,Advanced,199,32.7
R016455,25,Male,4,Intermediate,292,20
R067129,26,Male,1,Intermediate,247,31.4
R079750,40,Male,2,Advanced,238,20
R029136,39,Male,2,Beginner,262,20
R095374,30,Non-binary,2,Intermediate,240,25
R004200,41,Male,4,Beginner,277,20
R061443,22,Male,1,Intermediate,270,20
R062433,36,Female,2,Advanced,212,89.7
R058873,57,Female,1,Beginner,286,20
R051067,35,Female,0,Advanced,,20
R059994,64,Female,1,Intermediate,215,20
R043841,53,Male,3,Advanced,230,20
R075751,21,Male,5,Advanced,275,44.5
R098444,44,Non-binary,1,Beginner,287,56.8
R091995,20,Female,2,Beginner,311,23.7
R001498,65,Female,2,Beginner,303,21.8
R080680,46,Female,1,Advanced,191,25.7
R071490,49,Female,0,Beginner,,31.1
R020952,20,Non-binary,1,Beginner,280,20
R002712,32,Female,2,Beginner,278,20
R024046,56,Female,1,Intermediate,263,49.6
R037655,41,Female,8,Intermediate,213,47.3
R085797,39,Male,1,Intermediate,231,20
R099194,44,Male,0,Advanced,,49.7
R080940,42,Male,0,Advanced,,20
R095849,63,Female,3,Intermediate,250,20
R073035,21,Male,1,Beginner,295,45.4
R003807,33,Female,3,Beginner,259,20
R036627,48,Female,1,Beginner,281,37.6
R064972,50,Male,2,Advanced,227,22.5
R056547,45,Female,2,Intermediate,280,20
R090828,50,Male,4,Advanced,215,65.9
R086175,55,Female,1,Intermediate,229,20
R080785,58,Female,3,Intermediate,274,24
R095684,36,Female,2,Beginner,320,20
R075096,24,Female,2,Beginner,315,20
R087951,27,Male,4,Beginner,284,22.4
R028935,49,Female,2,Advanced,253,48
R051186,48,Male,3,Intermediate,230,20
R090452,44,Male,2,Beginner,235,21.9
R064030,45,Non-binary,6,Intermediate,308,20
R019088,34,Male,3,Beginner,253,104.0809313
R066943,58,Female,3,Intermediate,228,47.4
R029367,37,Male,0,Intermediate,,22.7
R080616,37,Female,1,Beginner,285,25.1
R072606,46,Male,4,Intermediate,256,42.7
R098227,22,Female,1,Intermediate,249,20
R094462,35,Female,2,Beginner,253,20
R054357,60,Male,0,Beginner,,20
R042486,32,Female,4,Intermediate,233,49.6
R042716,63,Female,0,Beginner,,20
R059770,50,Female,3,Beginner,261,20
R063932,54,Female,0,Intermediate,,20
R012578,57,Male,1,Beginner,299,20
R093767,35,Male,2,Intermediate,259,30.9
R080041,46,Non-binary,4,Beginner,315,31.7
R067535,53,Female,1,Beginner,291,22.6
R045046,19,Female,0,Beginner,,20
R098124,36,Male,0,Intermediate,,20
R022453,29,Male,1,Intermediate,264,35.2
R098042,40,Male,2,Advanced,192,20
R017555,38,Female,1,Beginner,262,31.4
R080942,56,Male,2,Advanced,228,20
R051279,42,Male,3,Intermediate,241,20
R067048,63,Female,2,Beginner,257,20
R099429,37,Male,2,Beginner,272,27.7
R020318,35,Female,2,Beginner,320,20
R083100,24,Female,2,Intermediate,230,60.9
R035990,36,Male,1,Intermediate,259,40
R080281,54,Female,1,Beginner,262,29
R059767,35,Male,3,Beginner,286,36.7
R066348,32,Male,5,Intermediate,251,28.6
R084562,35,Male,3,Advanced,209,31
R048146,56,Female,2,Intermediate,238,105.6348379
R035319,37,Male,3,Beginner,240,22.3
R085551,54,Female,2,Beginner,266,20
R091680,54,Male,2,Beginner,248,20
R056743,60,Female,0,Beginner,,26.8
R007848,19,Male,1,Intermediate,273,66.2
R034581,56,Female,1,Beginner,271,20
R000859,36,Female,0,Advanced,,50.7
R071260,27,Male,2,Advanced,211,20.8
R040482,42,Male,0,Beginner,,20
R021717,64,Male,0,Advanced,,20
R026307,57,Female,1,Beginner,293,20
R021983,60,Male,1,Intermediate,267,20
R063967,47,Male,2,Beginner,280,23.8
R031726,50,Male,1,Beginner,247,36.3
R040962,61,Male,1,Beginner,296,45.3
R033583,30,Male,3,Beginner,287,33.1
R030213,54,Male,2,Advanced,201,20
R018259,24,Female,1,Intermediate,233,24.4
R095128,44,Female,3,Intermediate,275,20
R037617,36,Male,3,Intermediate,253,20
R072975,23,Male,1,Beginner,276,20
R088840,32,Female,2,Advanced,193,52.8
R054342,23,Male,0,Advanced,,20
R026506,20,Male,1,Beginner,277,20
R028228,43,Female,3,Advanced,222,42.7
R031877,57,Non-binary,3,Advanced,233,20
R086819,27,Male,2,Beginner,275,41.3
R057344,63,Male,0,Intermediate,,25.3
R009262,50,Male,1,Beginner,302,20
R064319,39,Female,2,Intermediate,232,53.4
R082636,57,Female,3,Beginner,333,20
R079569,40,Female,0,Beginner,,32.8
R058662,42,Male,2,Beginner,264,67.2
R095804,63,Male,3,Beginner,291,20
R029317,25,Male,3,Beginner,246,53.2
R083244,48,Male,2,Intermediate,239,20
R084253,48,Male,1,Beginner,318,20
R017273,29,Non-binary,2,Beginner,258,20
R073456,46,Female,2,Intermediate,262,40.2
R088346,45,Male,2,Intermediate,213,20
R071242,18,Female,1,Beginner,228,20
R097122,46,Female,2,Beginner,294,28.1
R050497,53,Female,0,Intermediate,,20
R074691,39,Non-binary,4,Beginner,259,20
R038775,56,Non-binary,1,Beginner,310,20
R066123,26,Male,2,Beginner,273,27.6
R032673,24,Female,2,Intermediate,271,20
R099362,62,Female,2,Beginner,274,63.2
R091773,38,Male,6,Beginner,286,48.5
R090715,46,Female,2,Intermediate,254,20
R071363,58,Female,5,Intermediate,254,48.9
R033544,55,Female,1,Beginner,257,20
R069075,50,Male,0,Beginner,,20
R084282,49,Female,2,Beginner,291,20
R013729,64,Male,2,Intermediate,233,20
R023990,19,Female,2,Intermediate,291,42.7
R083306,23,Male,2,Advanced,223,33.6
R066715,61,Female,1,Advanced,228,20
R049058,39,Female,1,Beginner,272,20
R000742,64,Male,3,Beginner,266,20
R051711,57,Female,0,Intermediate,,29.1
R036085,36,Female,1,Beginner,281,20
R060268,35,Male,2,Beginner,290,33.4
R008056,24,Male,3,Intermediate,270,107.6868499
R044306,36,Male,2,Beginner,285,115.4006425
R044579,28,Female,1,Advanced,235,40.6
R021653,36,Male,2,Intermediate,227,20
R064942,56,Male,1,Beginner,249,20
R029810,65,Female,1,Beginner,281,20
R075936,62,Female,1,Intermediate,206,36.3
R007807,33,Non-binary,2,Beginner,246,26
R087741,44,Female,2,Advanced,204,20
R058645,33,Male,0,Beginner,,26
R050867,40,Female,1,Beginner,261,20
R025941,61,Male,3,Beginner,288,45.8
R013179,56,Male,2,Beginner,292,36.8
R019628,35,Male,0,Intermediate,,34.9
R032435,42,Male,3,Beginner,278,20
R046939,58,Female,1,Beginner,317,20
R031336,47,Female,1,Beginner,295,25.9
R068240,56,Female,3,Intermediate,228,20
R048782,33,Male,0,Beginner,,32.2
R047741,34,Male,1,Beginner,263,20
R020789,51,Male,1,Intermediate,252,38.5
R071404,64,Female,2,Beginner,298,20
R063872,58,Male,2,Advanced,207,47.1
R072875,46,Female,0,Advanced,,31.9
R032540,47,Male,4,Intermediate,258,34.3
R067221,56,Female,2,Beginner,282,20
R046562,60,Male,1,Beginner,268,28.8
R059903,23,Male,2,Beginner,297,20
R043898,48,Male,1,Beginner,310,20
R053008,61,Female,0,Intermediate,,20.3
R083430,39,Female,1,Advanced,233,101.9761201
R028658,63,Male,2,Intermediate,257,20
R082862,19,Female,3,Intermediate,239,26.3
R092855,65,Female,2,Intermediate,264,20
R072259,65,Non-binary,2,Advanced,249,20
R017532,46,Male,1,Advanced,230,20
R030414,53,Male,3,Intermediate,242,66.4
R085204,48,Male,0,Beginner,,20
R077883,40,Female,2,Advanced,214,64.1
R037522,42,Non-binary,2,Advanced,261,25.1
R082238,51,Male,1,Advanced,186,61.4
R036580,53,Female,3,Beginner,287,20
R028396,24,Male,4,Beginner,270,20
R037744,47,Female,1,Beginner,310,20
R074891,47,Male,3,Beginner,301,20
R092023,35,Female,3,Intermediate,266,20
R097435,51,Female,1,Beginner,270,28.6
R058427,46,Female,1,Beginner,264,20.8
R057092,64,Female,2,Intermediate,209,41.6
R030486,55,Male,2,Beginner,296,20
R072079,32,Female,2,Beginner,285,20
R020629,63,Male,2,Advanced,225,65.3
R045267,44,Male,3,Beginner,281,20
R046731,58,Male,1,Beginner,305,20
R060794,20,Male,1,Beginner,277,20
R025794,48,Female,4,Beginner,314,20
R094281,39,Male,2,Intermediate,255,40.6
R010288,28,Female,2,Beginner,258,20
R014817,29,Male,2,Intermediate,214,20
R010224,48,Female,0,Advanced,,20
R065018,40,Female,3,Intermediate,208,20
R052560,21,Female,3,Beginner,308,43.7
R015857,45,Non-binary,0,Intermediate,,45.8
R065557,56,Female,2,Beginner,274,20
R071309,61,Non-binary,3,Intermediate,248,43.5
R011078,38,Female,3,Beginner,298,20
R006567,57,Male,1,Intermediate,265,30.5
R030985,54,Male,2,Beginner,300,20
R040334,33,Female,2,Advanced,227,33.2
R054285,32,Female,0,Intermediate,,27.8
R025723,42,Female,4,Advanced,254,20
R086392,62,Male,2,Advanced,194,39.7
R042429,64,Female,2,Intermediate,272,20
R091743,56,Female,2,Beginner,277,20
R088095,57,Female,1,Beginner,230,31.6
R030931,27,Female,1,Beginner,248,107.1108433
R093306,62,Female,1,Advanced,242,65.1
R062725,50,Female,3,Beginner,317,20
R012303,20,Female,2,Beginner,283,38.4
R067029,45,Female,4,Intermediate,229,39.9
R056227,37,Female,2,Beginner,300,37.4
R030000,44,Female,2,Intermediate,250,20
R087734,52,Male,0,Intermediate,,20
R043450,61,Male,2,Advanced,252,20
R090151,62,Female,0,Advanced,,20.1
R069705,62,Male,0,Beginner,,20
R001863,35,Male,1,Intermediate,241,41.5
R053910,58,Non-binary,2,Intermediate,243,20
R078565,59,Female,3,Intermediate,250,20
R081650,36,Male,2,Intermediate,204,20
R061127,63,Male,2,Advanced,255,48.2
R001591,51,Male,2,Beginner,243,20
R068088,35,Male,0,Beginner,,46.8
R018360,32,Non-binary,1,Beginner,308,20
R047721,51,Female,3,Beginner,282,20
R059969,38,Male,0,Beginner,,20
R096788,59,Male,0,Beginner,,20
R032907,44,Female,0,Beginner,,20
R011332,34,Female,4,Beginner,262,20
R053763,44,Male,3,Beginner,280,44.1
R019211,18,Female,2,Beginner,280,20
R056036,24,Male,2,Intermediate,287,20
R073951,42,Male,2,Beginner,321,36.4
R002044,53,Male,3,Intermediate,266,58.4
R022863,42,Male,2,Advanced,260,52.7
R044648,18,Female,2,Intermediate,255,20
R072098,54,Male,0,Advanced,,20
R059037,36,Male,5,Advanced,217,57.3
R099638,29,Female,0,Beginner,,58.4
R047336,40,Female,2,Beginner,215,20
R024151,59,Female,1,Beginner,300,21
R014563,28,Male,0,Advanced,,42.2
R047394,20,Male,3,Beginner,290,20
R032347,51,Female,0,Beginner,,112.4592704
R073404,54,Female,1,Beginner,272,20
R014350,40,Male,1,Advanced,171,61.2
R060558,42,Female,2,Intermediate,258,37.9
R073549,39,Female,4,Advanced,211,20
R075034,62,Male,3,Advanced,212,20.4
R005660,30,Female,2,Intermediate,301,20
R048195,33,Female,4,Intermediate,245,20
R099155,61,Male,2,Intermediate,269,37.9
R050498,21,Male,2,Beginner,313,46.7
R089571,53,Male,0,Intermediate,,20
R060576,64,Female,1,Advanced,203,20
R001801,45,Non-binary,2,Intermediate,238,20
R099910,23,Female,2,Intermediate,296,38.2
R031744,36,Female,1,Intermediate,253,20
R093919,25,Male,2,Beginner,248,26.2
R051332,19,Female,4,Beginner,282,20
R020829,51,Female,0,Beginner,,20
R056147,59,Male,4,Beginner,261,20
R040833,46,Female,1,Beginner,311,20
R013403,58,Male,6,Beginner,330,20
R059814,65,Non-binary,3,Beginner,299,20
R020744,22,Female,5,Intermediate,281,20
R076573,62,Male,3,Beginner,292,41
R023957,55,Female,0,Intermediate,,34.9
R076350,31,Female,2,Beginner,250,20
R073329,28,Male,0,Beginner,,20.5
R059754,47,Male,4,Beginner,280,20.7
R099015,52,Female,1,Beginner,281,20.1
R033563,39,Female,4,Beginner,321,20
R014099,34,Female,3,Beginner,305,20
R060206,47,Male,4,Beginner,214,20
R037687,45,Male,0,Intermediate,,46.6
R006723,60,Female,1,Beginner,307,20
R008982,41,Male,1,Beginner,275,34.9
R089870,47,Female,1,Intermediate,252,20
R095893,32,Male,0,Intermediate,,20
R014191,23,Male,1,Beginner,278,20
R031318,21,Female,1,Beginner,260,20
R013276,23,Male,1,Beginner,319,22.9
R033435,40,Non-binary,4,Intermediate,228,20
R024633,39,Male,2,Intermediate,221,35.6
R049739,34,Male,1,Intermediate,265,20
R057038,55,Male,1,Beginner,290,20
R052782,32,Female,2,Intermediate,268,20
R044782,65,Female,1,Beginner,267,20
R016742,53,Male,2,Intermediate,269,30.9
R094223,35,Male,2,Beginner,268,20
R049289,44,Male,1,Intermediate,255,26.6
R052716,40,Female,2,Intermediate,284,41.1
R012069,50,Male,0,Advanced,,32.2
R000846,28,Female,3,Advanced,235,37.8
R065922,23,Female,2,Advanced,250,20
R007082,46,Female,2,Beginner,289,20
R020305,40,Male,2,Beginner,267,20
R024482,58,Non-binary,1,Beginner,294,20
R047607,28,Male,1,Beginner,308,20.2
R098380,34,Male,1,Intermediate,290,20
R052920,43,Male,1,Beginner,230,20
R054734,47,Female,3,Intermediate,261,20
R037548,27,Male,1,Beginner,265,20
R096525,34,Female,3,Intermediate,277,47.4
R035034,59,Female,3,Beginner,286,29.9
R069674,25,Male,4,Beginner,314,27.5
R016392,42,Male,0,Intermediate,,57.2
R052771,49,Male,3,Beginner,257,20
R056888,34,Male,2,Beginner,272,28.1
R065518,21,Female,1,Advanced,250,20
R031955,26,Male,2,Intermediate,259,36.9
R067173,29,Female,2,Beginner,251,20
R057109,36,Female,3,Beginner,260,20
R038068,22,Male,2,Advanced,262,42.8
R025079,22,Female,5,Intermediate,195,20
R051156,64,Male,0,Beginner,,57.7
R067184,34,Male,1,Intermediate,222,20
R077092,34,Female,0,Intermediate,,103.407728
R097834,35,Female,2,Advanced,205,21.8
R048657,19,Male,2,Beginner,257,20
R029688,39,Male,2,Advanced,210,35.1
R097269,18,Non-binary,0,Beginner,,29.8
R006726,33,Female,2,Intermediate,205,20
R020937,18,Male,2,Advanced,208,43.3
R002531,38,Male,4,Advanced,175,26.3
R027792,31,Non-binary,4,Beginner,299,20
R055099,64,Non-binary,1,Intermediate,246,27.8
R031422,47,Female,2,Beginner,272,20
R095140,58,Male,3,Beginner,322,20
R063687,56,Male,2,Beginner,259,21.8
R068079,25,Female,5,Intermediate,238,20
R059711,21,Non-binary,2,Beginner,270,20
R092594,31,Female,2,Intermediate,226,100.3121958
R023116,51,Female,3,Advanced,224,25.7
R067925,23,Male,3,Intermediate,242,20
R029379,41,Male,0,Advanced,,33.8
R065294,24,Female,1,Intermediate,302,20
R006332,47,Male,3,Beginner,266,20
R003961,28,Male,4,Intermediate,266,20
R025001,60,Male,0,Intermediate,,20
R064910,23,Female,2,Advanced,251,30.9
R086711,32,Female,1,Advanced,185,32.1
R055807,35,Non-binary,0,Intermediate,,41.3
R065086,58,Female,3,Advanced,237,20
R013365,37,Female,1,Beginner,314,20
R046582,44,Male,1,Intermediate,233,26.4
R045944,28,Female,6,Advanced,238,20
R038517,48,Male,0,Advanced,,37.4
R000161,53,Male,3,Beginner,272,20
R041785,28,Female,1,Beginner,275,40.1
R025338,52,Non-binary,3,Intermediate,241,30.6
R074881,32,Female,1,Beginner,289,20
R062911,62,Male,2,Beginner,288,22
R075290,25,Male,3,Beginner,288,20
R099628,37,Female,4,Beginner,292,25.3
R015365,45,Male,1,Beginner,282,47.5
R051687,49,Female,1,Intermediate,294,20
R061763,26,Female,1,Intermediate,285,43.6
R074979,30,Male,2,Intermediate,281,50.6
R060496,41,Female,2,Advanced,209,41.6
R000183,44,Female,3,Advanced,215,43.3
R096462,63,Male,1,Beginner,248,20
R003983,57,Female,3,Intermediate,242,20
R013696,53,Female,3,Intermediate,254,37.9
R008264,49,Female,1,Intermediate,274,26.8
R050491,53,Female,3,Beginner,288,20
R091827,30,Male,2,Intermediate,223,20
R068696,50,Male,1,Beginner,267,32.4
R061472,37,Male,1,Beginner,275,30.6
R055206,18,Male,5,Intermediate,276,37.8
R056144,55,Male,3,Beginner,282,20
R064020,60,Female,1,Beginner,291,20
R026681,51,Male,1,Beginner,311,20
R053042,53,Female,1,Intermediate,256,20
R013640,45,Female,1,Advanced,164,27.5
R063803,33,Female,1,Advanced,231,25.3
R002555,48,Male,3,Beginner,282,56.8
R038913,39,Male,1,Intermediate,243,20
R050573,48,Male,2,Intermediate,233,20
R029790,28,Female,2,Intermediate,264,20
R098639,55,Female,3,Beginner,290,114.3350578
R034789,23,Female,2,Intermediate,265,20
R060974,30,Female,1,Advanced,223,113.5195583
R055083,32,Female,1,Beginner,268,22.4
R043833,21,Male,4,Intermediate,239,44.5
R092680,30,Female,1,Beginner,316,22.2
R044778,39,Male,3,Intermediate,259,20
R025779,18,Male,1,Advanced,264,52.8
R001068,59,Male,0,Beginner,,52.7
R045496,62,Male,4,Intermediate,260,29.3
R074850,30,Female,1,Beginner,275,20
R078359,34,Male,2,Beginner,337,20
R044624,48,Female,1,Beginner,290,20
R034009,54,Female,0,Advanced,,32
R011830,28,Male,1,Intermediate,242,21.4
R039568,44,Male,1,Advanced,251,67.7
R086278,61,Female,0,Beginner,,20
R005851,27,Female,2,Intermediate,215,20
R050603,36,Female,5,Beginner,239,50
R003222,32,Female,0,Beginner,,43
R061780,64,Female,2,Intermediate,264,29.8
R069084,40,Male,2,Advanced,204,46.3
R018278,45,Male,1,Beginner,272,20
R020637,18,Female,1,Beginner,278,20
R046094,55,Male,2,Beginner,269,27
R070718,47,Female,2,Beginner,299,20
R036723,32,Male,0,Beginner,,21.2
R049614,19,Male,2,Intermediate,286,42
R093581,20,Female,1,Beginner,276,20
R068107,19,Female,2,Intermediate,224,20
R035502,33,Male,3,Beginner,297,37
R094402,37,Male,1,Advanced,218,45.5
R093120,27,Male,3,Beginner,281,20
R038636,31,Male,2,Beginner,261,46.3
R011124,58,Female,1,Beginner,281,20
R072553,40,Male,3,Beginner,302,25
R082434,48,Female,0,Intermediate,,35.7
R037053,62,Male,4,Beginner,287,20
R085671,19,Male,0,Intermediate,,30.5
R014722,39,Male,2,Beginner,250,35.2
R087120,65,Female,5,Intermediate,320,23
R043473,42,Male,1,Beginner,269,20
R015002,29,Female,2,Intermediate,238,20
R028509,62,Female,1,Beginner,221,20
R071628,33,Female,1,Beginner,303,20
R014972,36,Male,3,Beginner,297,20
R070253,61,Non-binary,3,Intermediate,229,20
R076000,44,Male,1,Beginner,246,20.1
R090612,58,Male,4,Intermediate,239,35.1
R048089,26,Female,4,Beginner,293,28.5
R046742,47,Female,3,Beginner,291,20
R060668,22,Male,2,Advanced,168,45.2
R010549,43,Male,3,Intermediate,247,32.2
R092005,43,Male,2,Beginner,234,20
R073534,49,Female,2,Advanced,225,20
R089556,40,Female,2,Intermediate,283,20
R075690,38,Male,0,Beginner,,36.5
R050337,56,Male,1,Beginner,300,20
R033042,36,Female,0,Advanced,,47
R042242,50,Male,4,Beginner,269,22.8
R026336,27,Male,5,Beginner,271,48.2
R035059,60,Male,3,Intermediate,291,33.7
R077355,57,Female,5,Beginner,266,20
R010164,30,Male,4,Beginner,278,20
R030403,23,Female,2,Beginner,272,20.4
R022020,62,Female,2,Intermediate,259,59.4
R084054,32,Female,3,Beginner,311,20
R001635,46,Female,1,Intermediate,272,21.8
R025271,51,Female,6,Intermediate,261,20
R085005,40,Female,3,Beginner,272,47.1
R075175,51,Male,2,Beginner,278,20
R043664,26,Female,3,Intermediate,263,20
R012088,65,Female,1,Beginner,255,32.8
R045814,36,Male,0,Intermediate,,29.2
R075857,43,Male,3,Beginner,257,20
R039972,57,Female,1,Beginner,316,22.9
R057989,60,Male,3,Intermediate,296,20
R024085,52,Female,1,Advanced,172,49.3
R074585,21,Female,5,Beginner,313,20
R021780,26,Female,1,Beginner,290,20
R099731,65,Male,2,Beginner,260,21
R005668,52,Female,2,Advanced,184,49.4
R004679,34,Female,2,Intermediate,260,20
R088024,46,Male,1,Advanced,259,34.1
R025666,22,Male,1,Beginner,294,36.3
R013952,60,Female,4,Beginner,299,20
R042189,56,Female,3,Intermediate,264,20
R068910,31,Non-binary,2,Intermediate,242,20
R012983,43,Male,0,Beginner,,20
R028670,60,Male,0,Advanced,,49.8
R058896,58,Female,4,Intermediate,251,20
R060029,34,Male,1,Advanced,200,50.5
R064573,18,Male,4,Beginner,293,20
R095795,60,Female,1,Intermediate,299,26.1
R033370,53,Female,4,Intermediate,258,20
R012970,56,Male,3,Beginner,287,20
R074040,39,Male,1,Beginner,307,20
R025449,30,Male,3,Intermediate,284,26.7
R061600,60,Female,5,Intermediate,275,20
R071053,31,Male,2,Beginner,275,20
R036468,51,Male,2,Intermediate,234,38
R073324,27,Male,0,Intermediate,,23.3
R043629,61,Female,3,Intermediate,242,20
R078809,19,Female,0,Beginner,,29.4
R004956,40,Female,2,Intermediate,221,20
R058450,53,Female,1,Intermediate,235,20
R036393,47,Female,2,Intermediate,230,20
R099059,48,Female,2,Intermediate,265,27.3
R009703,51,Male,0,Intermediate,,25
R074997,42,Female,2,Beginner,285,20
R039333,40,Non-binary,0,Beginner,,20
R043542,42,Female,3,Intermediate,238,38.8
R038344,42,Male,3,Advanced,237,50.8
R046050,51,Female,1,Intermediate,296,23.8
R089137,31,Male,2,Advanced,184,27.1
R075221,21,Male,3,Advanced,218,20
R016621,23,Female,1,Beginner,299,20
R056946,25,Male,2,Beginner,228,20
R008918,38,Female,1,Beginner,275,106.1171977
R044933,52,Male,1,Intermediate,198,20
R084619,22,Female,2,Intermediate,232,45.3
R078438,41,Male,2,Beginner,285,32.3
R042668,22,Female,4,Beginner,291,20
R079635,51,Female,1,Advanced,187,20
R019471,48,Male,2,Intermediate,275,20.4
R036971,65,Female,1,Intermediate,270,107.5145498
R063136,36,Male,1,Beginner,201,24.4
R026151,37,Male,3,Intermediate,280,20
R063613,29,Male,1,Advanced,220,20
R065124,65,Male,2,Beginner,293,21.5
R096628,45,Female,4,Intermediate,263,20
R031616,38,Female,3,Beginner,235,20
R015813,33,Male,1,Beginner,291,20
R031468,45,Female,1,Beginner,253,20
R009395,28,Male,1,Beginner,225,20.3
R006412,43,Male,3,Beginner,275,20
R015503,36,Male,2,Intermediate,199,20.2
R020707,44,Female,1,Advanced,182,45.8
R002430,20,Male,1,Beginner,286,20
R063618,20,Male,2,Intermediate,244,20
R064304,62,Female,1,Advanced,248,20
R049609,60,Female,1,Intermediate,295,42.6
R020607,62,Female,1,Beginner,293,20
R099794,25,Female,1,Beginner,324,28.4
R006838,22,Male,2,Intermediate,254,30.1
R095594,61,Male,1,Intermediate,275,20
R011306,41,Male,1,Intermediate,244,61.9
R010940,39,Male,0,Intermediate,,20
R097346,27,Female,2,Beginner,310,20
R015705,33,Female,2,Beginner,214,26.1
R032056,49,Female,1,Beginner,267,26.1
R020441,62,Female,3,Intermediate,230,20
R092291,18,Female,2,Beginner,282,20
R025284,64,Male,2,Beginner,249,20
R035890,48,Female,0,Beginner,,20
R090800,35,Male,2,Beginner,284,20
R045116,18,Female,1,Beginner,277,23
R000062,21,Female,2,Intermediate,225,27.8
R086799,25,Female,0,Beginner,,20
R030834,29,Female,2,Beginner,282,20
R086326,24,Male,3,Beginner,289,20
R033499,31,Female,2,Beginner,259,20
R034651,20,Male,0,Intermediate,,20.6
R047469,61,Male,1,Beginner,273,20
R082812,49,Female,2,Beginner,281,48.2
R048736,18,Male,0,Advanced,,47.5
R060882,30,Male,4,Intermediate,236,25.8
R067899,53,Non-binary,1,Beginner,260,22.1
R076877,24,Female,3,Intermediate,265,20.6
R074381,42,Female,3,Intermediate,202,20
R065920,35,Male,1,Advanced,198,57.9
R028512,65,Female,0,Beginner,,20
R053328,35,Male,3,Beginner,269,28.7
R064670,61,Male,4,Advanced,208,62.1
R054878,54,Male,3,Intermediate,260,33.9
R008104,56,Female,2,Advanced,196,45.7
R034728,45,Female,4,Intermediate,246,20
R016836,55,Male,3,Beginner,263,20
R000078,25,Female,1,Beginner,244,20
R071533,27,Female,0,Advanced,,20
R085311,35,Male,1,Beginner,280,34.3
